	high_loss_example	low_loss_example	set_id	cataphora_condition	gpt2-large:gpt2-large:high_loss	gpt2-large:gpt2-large:low_loss	gpt2-large:gpt2-large:loss_diff	gpt2:gpt2:high_loss	gpt2:gpt2:low_loss	gpt2:gpt2:loss_diff	gpt2-medium:gpt2-medium:high_loss	gpt2-medium:gpt2-medium:low_loss	gpt2-medium:gpt2-medium:loss_diff
11	he got up from his spot on the couch when Joseph heard shouting outside the house.	Joseph got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.494028091430664	2.816915512084961	0.6771125793457031	3.767790794372559	2.966269969940185	0.801520824432373	3.5601799488067627	2.752424955368042	0.8077549934387207
12	he got up from his spot on the couch when Robert heard shouting outside the house.	Robert got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.577981948852539	2.876913547515869	0.7010684013366699	3.823791980743408	3.025672197341919	0.7981197834014893	3.5349888801574707	2.836521625518799	0.6984672546386719
13	he got up from his spot on the couch when Theodore heard shouting outside the house.	Theodore got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.785025358200073	3.228494644165039	0.5565307140350342	3.9516677856445312	3.647225379943848	0.3044424057006836	3.651191711425781	3.333122491836548	0.3180692195892334
14	he got up from his spot on the couch when Michael heard shouting outside the house.	Michael got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.512270927429199	2.7711427211761475	0.7411282062530518	3.7931299209594727	3.051311731338501	0.7418181896209717	3.5133516788482666	2.8076157569885254	0.7057359218597412
15	he got up from his spot on the couch when Mitchell heard shouting outside the house.	Mitchell got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.6390998363494873	2.524383306503296	1.1147165298461914	3.792709827423096	3.3790993690490723	0.4136104583740234	3.537872791290283	2.674147129058838	0.8637256622314453
16	he got up from his spot on the couch when David heard shouting outside the house.	David got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.567971706390381	2.8285775184631348	0.7393941879272461	3.770803451538086	3.088932514190674	0.6818709373474121	3.499253749847412	2.816402673721313	0.6828510761260986
17	he got up from his spot on the couch when Andrew heard shouting outside the house.	Andrew got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.616168260574341	2.808188199996948	0.8079800605773926	3.8516054153442383	3.027060508728028	0.8245449066162109	3.6028525829315186	2.7664055824279785	0.83644700050354
18	he got up from his spot on the couch when James heard shouting outside the house.	James got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.5316309928894043	2.70690655708313	0.8247244358062744	3.788832664489746	3.0573744773864746	0.7314581871032715	3.472949981689453	2.760571002960205	0.712378978729248
19	he got up from his spot on the couch when John heard shouting outside the house.	John got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.4866456985473637	2.745725631713867	0.7409200668334961	3.741613388061523	3.0646743774414062	0.6769390106201172	3.3312675952911377	2.8387393951416016	0.4925282001495361
20	he got up from his spot on the couch when Christopher heard shouting outside the house.	Christopher got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.6378653049468994	2.8070526123046875	0.8308126926422119	3.780208110809326	3.005906820297241	0.774301290512085	3.6294469833374015	2.769850730895996	0.8595962524414062
21	he got up from his spot on the couch when Brian heard shouting outside the house.	Brian got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.6259994506835938	2.756797790527344	0.86920166015625	3.828734397888184	3.009072780609131	0.8196616172790527	3.467297315597534	2.716877222061157	0.750420093536377
22	he got up from his spot on the couch when Mark heard shouting outside the house.	Mark got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.5915675163269043	2.853522777557373	0.7380447387695312	3.780658721923828	3.1258199214935303	0.6548388004302979	3.545851230621338	2.872009754180908	0.6738414764404297
23	he got up from his spot on the couch when Richard heard shouting outside the house.	Richard got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.581822872161865	2.790355682373047	0.7914671897888184	3.750967502593994	3.053730010986328	0.697237491607666	3.5225210189819336	2.8235630989074707	0.6989579200744629
24	he got up from his spot on the couch when Jeffrey heard shouting outside the house.	Jeffrey got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.7165331840515137	2.874473094940185	0.8420600891113281	3.951357364654541	3.290367126464844	0.6609902381896973	3.745173692703247	2.715081691741944	1.0300920009613037
25	he got up from his spot on the couch when Scott heard shouting outside the house.	Scott got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.588624954223633	2.731135845184326	0.8574891090393066	3.7024736404418954	3.1050446033477783	0.5974290370941162	3.438930988311768	2.691102981567383	0.7478280067443848
26	he got up from his spot on the couch when Jason heard shouting outside the house.	Jason got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.6024227142333984	2.806818723678589	0.7956039905548096	3.863386631011963	3.0211615562438965	0.8422250747680664	3.486677885055542	2.750871181488037	0.7358067035675049
27	he got up from his spot on the couch when Kevin heard shouting outside the house.	Kevin got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.546925544738769	2.779438734054565	0.7674868106842041	3.8409018516540527	3.074878692626953	0.7660231590270996	3.5128273963928223	2.725160360336304	0.7876670360565186
28	he got up from his spot on the couch when Steven heard shouting outside the house.	Steven got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.534550189971924	2.713786363601685	0.8207638263702393	3.741632461547852	3.117433786392212	0.6241986751556396	3.48677134513855	2.7150044441223145	0.7717669010162354
29	he got up from his spot on the couch when Thomas heard shouting outside the house.	Thomas got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.5636749267578125	2.70805287361145	0.8556220531463623	3.782917022705078	3.0697152614593506	0.7132017612457275	3.4539873600006104	2.6859123706817627	0.7680749893188477
30	he got up from his spot on the couch when Eric heard shouting outside the house.	Eric got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.6535065174102783	2.8147268295288086	0.8387796878814697	3.760436534881592	3.0195717811584477	0.7408647537231445	3.493133306503296	2.790733814239502	0.702399492263794
31	he got up from his spot on the couch when Daniel heard shouting outside the house.	Daniel got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.58698844909668	2.8601319789886475	0.7268564701080322	3.776919364929199	3.038665294647217	0.7382540702819824	3.5253076553344727	2.766439437866211	0.7588682174682617
32	he got up from his spot on the couch when Timothy heard shouting outside the house.	Timothy got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.6960489749908447	2.879093170166016	0.8169558048248291	4.002496719360352	3.426840305328369	0.5756564140319824	3.620694160461426	2.698308229446411	0.9223859310150146
33	he got up from his spot on the couch when Paul heard shouting outside the house.	Paul got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.5314137935638428	2.7385129928588867	0.792900800704956	3.760822296142578	3.118982315063477	0.6418399810791016	3.541451930999756	2.7268667221069336	0.8145852088928223
34	he got up from his spot on the couch when Kenneth heard shouting outside the house.	Kenneth got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.636832475662232	2.836648464202881	0.8001840114593506	4.008299827575684	3.3550145626068115	0.6532852649688721	3.6904449462890634	2.995152235031128	0.6952927112579346
35	he got up from his spot on the couch when Gregory heard shouting outside the house.	Gregory got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.691179037094116	2.6728482246398926	1.0183308124542236	3.798141002655029	3.2696595191955566	0.5284814834594727	3.5952954292297363	2.642772674560547	0.9525227546691896
36	he got up from his spot on the couch when Stephen heard shouting outside the house.	Stephen got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.6344692707061768	2.817725658416748	0.8167436122894287	3.8823208808898926	3.093047618865967	0.7892732620239258	3.556160449981689	2.817816734313965	0.7383437156677246
37	he got up from his spot on the couch when Todd heard shouting outside the house.	Todd got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.676245212554932	2.7499794960021973	0.9262657165527344	3.846120834350586	3.036376953125	0.8097438812255859	3.5846166610717773	2.6468334197998047	0.9377832412719728
38	he got up from his spot on the couch when Ronald heard shouting outside the house.	Ronald got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.6027655601501465	2.859071969985962	0.7436935901641846	3.897895336151123	3.375030040740967	0.5228652954101562	3.619635820388794	2.924365520477295	0.695270299911499
39	he got up from his spot on the couch when Patrick heard shouting outside the house.	Patrick got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.669856548309326	2.7773048877716064	0.8925516605377197	3.863999843597412	3.059754610061645	0.8042452335357666	3.5239012241363525	2.6951584815979004	0.8287427425384521
40	he got up from his spot on the couch when Gary heard shouting outside the house.	Gary got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.5618276596069336	2.804737091064453	0.7570905685424805	3.852813720703125	3.1229848861694336	0.7298288345336914	3.5418615341186523	2.7551565170288086	0.7867050170898438
41	he got up from his spot on the couch when Douglas heard shouting outside the house.	Douglas got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.688118934631348	2.726917028427124	0.9612019062042236	3.874997615814209	3.449938535690308	0.4250590801239013	3.616835594177246	2.6240475177764893	0.9927880764007568
42	he got up from his spot on the couch when Keith heard shouting outside the house.	Keith got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.572032928466797	2.8001978397369385	0.7718350887298584	3.843311309814453	3.025184631347656	0.8181266784667969	3.586315870285034	2.7420125007629395	0.8443033695220947
43	he got up from his spot on the couch when Craig heard shouting outside the house.	Craig got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.678279638290405	2.7808961868286133	0.897383451461792	3.891171455383301	3.0735480785369877	0.8176233768463135	3.500655174255371	2.688521146774292	0.8121340274810791
44	he got up from his spot on the couch when George heard shouting outside the house.	George got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.584885597229004	2.736119270324707	0.8487663269042969	3.737182140350342	3.0840868949890137	0.6530952453613281	3.528146743774414	2.7910149097442627	0.7371318340301514
45	he got up from his spot on the couch when Larry heard shouting outside the house.	Larry got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.5282950401306152	2.770625352859497	0.7576696872711182	3.899607181549072	3.086845874786377	0.8127613067626953	3.579010248184204	2.777593851089477	0.8014163970947266
46	he got up from his spot on the couch when Peter heard shouting outside the house.	Peter got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.6282548904418954	2.8141796588897705	0.814075231552124	3.8327479362487793	3.08521032333374	0.7475376129150391	3.473087310791016	2.754292249679565	0.7187950611114502
47	he got up from his spot on the couch when Jerry heard shouting outside the house.	Jerry got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.596442699432373	2.7878172397613525	0.8086254596710205	3.902855396270752	3.0781822204589844	0.8246731758117676	3.618633985519409	2.6768455505371094	0.9417884349822998
48	he got up from his spot on the couch when Dennis heard shouting outside the house.	Dennis got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.629237174987793	3.025963068008423	0.6032741069793701	3.909909725189209	3.4995603561401367	0.4103493690490722	3.5964205265045166	3.0035176277160645	0.5929028987884521
49	he got up from his spot on the couch when Bradley heard shouting outside the house.	Bradley got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.6817476749420166	2.7348527908325195	0.9468948841094972	3.882721424102783	3.2057108879089355	0.6770105361938477	3.6150290966033936	2.594276428222656	1.0207526683807373
50	he got up from his spot on the couch when Brad heard shouting outside the house.	Brad got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.6085281372070312	2.922330617904663	0.6861975193023682	3.919811248779297	3.113800048828125	0.8060111999511719	3.5448808670043945	2.844876289367676	0.7000045776367188
51	he got up from his spot on the couch when Frank heard shouting outside the house.	Frank got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.581109046936035	2.7415847778320312	0.8395242691040039	3.879673957824707	3.0531907081604004	0.8264832496643066	3.554807662963867	2.769774913787842	0.7850327491760254
52	he got up from his spot on the couch when Raymond heard shouting outside the house.	Raymond got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.678196907043457	2.9564692974090576	0.7217276096343994	3.932887077331543	3.4436020851135254	0.4892849922180176	3.622949600219727	2.988678455352783	0.6342711448669434
53	he got up from his spot on the couch when Chad heard shouting outside the house.	Chad got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.706126928329468	2.960853338241577	0.7452735900878906	3.938543319702149	3.185335159301758	0.7532081604003906	3.534268379211426	2.843111991882324	0.6911563873291016
54	he got up from his spot on the couch when Aaron heard shouting outside the house.	Aaron got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.624708652496338	2.7910408973693848	0.8336677551269531	3.734203338623047	3.0342164039611816	0.6999869346618652	3.503891944885254	2.738281726837158	0.7656102180480957
55	he got up from his spot on the couch when Rodney heard shouting outside the house.	Rodney got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.655626058578491	2.8760480880737305	0.7795779705047607	3.960029602050781	3.2467904090881348	0.7132391929626465	3.574524164199829	2.6988444328308105	0.8756797313690186
56	he got up from his spot on the couch when Russell heard shouting outside the house.	Russell got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.613903999328613	2.7192277908325195	0.8946762084960938	3.728007316589356	3.122025489807129	0.6059818267822266	3.566015720367432	2.730714797973633	0.8353009223937988
57	he got up from his spot on the couch when Roger heard shouting outside the house.	Roger got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.6854147911071777	2.797036647796631	0.8883781433105469	3.9481301307678223	3.085073947906494	0.8630561828613281	3.610411167144776	2.78796124458313	0.8224499225616455
58	he got up from his spot on the couch when Samuel heard shouting outside the house.	Samuel got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.611344814300537	2.953948497772217	0.6573963165283203	3.8812222480773926	3.2906947135925293	0.5905275344848633	3.539985656738281	2.9110803604125977	0.6289052963256836
59	he got up from his spot on the couch when Gerald heard shouting outside the house.	Gerald got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.616530656814575	3.200425148010254	0.4161055088043213	3.932793140411377	3.546503782272339	0.3862893581390381	3.721583843231201	3.104669570922852	0.6169142723083496
60	he got up from his spot on the couch when Carl heard shouting outside the house.	Carl got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.5907559394836426	2.9176414012908936	0.673114538192749	3.85019588470459	3.0879454612731934	0.7622504234313965	3.534397840499878	2.85420560836792	0.680192232131958
61	he got up from his spot on the couch when Travis heard shouting outside the house.	Travis got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.614814758300781	3.02466368675232	0.5901510715484619	3.868684768676758	3.4948477745056152	0.3738369941711426	3.5813677310943604	3.080767869949341	0.5005998611450195
62	he got up from his spot on the couch when Adam heard shouting outside the house.	Adam got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.615758657455444	2.814996719360352	0.8007619380950928	3.8255186080932617	3.044342517852783	0.7811760902404785	3.5448873043060303	2.74377989768982	0.8011074066162109
63	he got up from his spot on the couch when Marcus heard shouting outside the house.	Marcus got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.578674793243408	2.821223735809326	0.757451057434082	3.772605419158936	3.1312687397003174	0.6413366794586182	3.539836168289185	2.7017710208892822	0.8380651473999023
64	he got up from his spot on the couch when Phillip heard shouting outside the house.	Phillip got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.7328360080718994	2.672483444213867	1.0603525638580322	3.908320903778076	3.246950387954712	0.6613705158233643	3.706749439239502	2.752227783203125	0.954521656036377
65	he got up from his spot on the couch when Derek heard shouting outside the house.	Derek got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.65281343460083	3.134580612182617	0.5182328224182129	3.858203887939453	3.399771451950073	0.4584324359893799	3.5788702964782715	3.1324996948242188	0.4463706016540527
66	he got up from his spot on the couch when Vincent heard shouting outside the house.	Vincent got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.61586594581604	3.069822072982788	0.546043872833252	3.888595581054688	3.5930328369140625	0.295562744140625	3.615127086639404	3.2123210430145264	0.4028060436248779
67	he got up from his spot on the couch when Wayne heard shouting outside the house.	Wayne got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.539388418197632	3.0568885803222656	0.4824998378753662	3.904019355773926	3.336012840270996	0.5680065155029297	3.633727550506592	2.811941146850586	0.8217864036560059
68	he got up from his spot on the couch when Benjamin heard shouting outside the house.	Benjamin got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.671974658966065	2.7153468132019043	0.9566278457641602	3.893600463867188	3.380001783370972	0.5135986804962158	3.5559277534484863	2.688329696655273	0.8675980567932129
69	he got up from his spot on the couch when Joel heard shouting outside the house.	Joel got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.747973918914795	2.818582534790039	0.929391384124756	3.833742141723633	3.1963469982147217	0.6373951435089111	3.566678762435913	2.665855884552002	0.9008228778839112
70	he got up from his spot on the couch when Lawrence heard shouting outside the house.	Lawrence got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.591491937637329	2.8736817836761475	0.7178101539611816	3.8877997398376474	3.4457716941833496	0.4420280456542969	3.593827486038208	2.756346702575684	0.8374807834625244
71	he got up from his spot on the couch when Curtis heard shouting outside the house.	Curtis got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.677000999450684	2.7864761352539062	0.8905248641967773	3.852495670318604	3.248282194137573	0.6042134761810303	3.57131576538086	2.7305541038513184	0.840761661529541
72	he got up from his spot on the couch when Walter heard shouting outside the house.	Walter got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.6642422676086426	2.5591139793396	1.105128288269043	3.905109882354736	3.2430009841918945	0.6621088981628418	3.590569019317627	2.6676506996154785	0.9229183197021484
73	he got up from his spot on the couch when Alan heard shouting outside the house.	Alan got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.626152515411377	2.901268482208252	0.724884033203125	3.876442909240722	3.0963239669799805	0.7801189422607422	3.554892063140869	2.867356300354004	0.6875357627868652
74	he got up from his spot on the couch when Martin heard shouting outside the house.	Martin got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.5302534103393555	2.681373119354248	0.8488802909851074	3.734297275543213	3.0886576175689697	0.6456396579742432	3.475073337554932	2.6789021492004395	0.7961711883544922
75	he got up from his spot on the couch when Homer heard shouting outside the house.	Homer got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.633179664611816	3.0972068309783936	0.5359728336334229	3.893500328063965	3.430032968521118	0.4634673595428467	3.587133884429932	3.0056965351104736	0.581437349319458
76	he got up from his spot on the couch when Bruce heard shouting outside the house.	Bruce got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.5645761489868164	2.7338509559631348	0.8307251930236816	3.7801156044006343	3.1017520427703857	0.678363561630249	3.484198570251465	2.733800172805786	0.7503983974456787
77	he got up from his spot on the couch when Carlos heard shouting outside the house.	Carlos got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.659059047698975	2.6716928482055664	0.9873661994934082	3.8007054328918457	3.258110523223877	0.5425949096679688	3.561961889266968	2.717010974884033	0.8449509143829346
78	he got up from his spot on the couch when Brett heard shouting outside the house.	Brett got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.6939194202423096	3.0823957920074463	0.6115236282348633	3.947751522064209	3.4247796535491943	0.5229718685150146	3.624736785888672	3.027608633041382	0.59712815284729
79	he got up from his spot on the couch when Alexander heard shouting outside the house.	Alexander got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.614822864532471	2.827095031738281	0.7877278327941895	3.802705764770508	3.0354483127593994	0.7672574520111084	3.602919340133667	2.7472734451293945	0.8556458950042725
80	he got up from his spot on the couch when Omar heard shouting outside the house.	Omar got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.6519417762756343	2.96363377571106	0.6883080005645752	3.945569038391113	3.50967788696289	0.4358911514282226	3.576878070831299	2.951631784439087	0.6252462863922119
81	he got up from his spot on the couch when Guy heard shouting outside the house.	Guy got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.637264728546143	2.82539176940918	0.8118729591369629	3.9155001640319824	3.004093885421753	0.9114062786102296	3.613159418106079	2.717700481414795	0.8954589366912842
82	he got up from his spot on the couch when Dan heard shouting outside the house.	Dan got up from his spot on the couch when he heard shouting outside the house.	HB02	U	3.5359158515930176	2.9008963108062744	0.6350195407867432	3.843206405639648	3.0616297721862797	0.7815766334533691	3.4856085777282715	2.8203580379486084	0.6652505397796631
83	she got up from her spot on the couch when Jennifer heard shouting outside the house.	Jennifer got up from her spot on the couch when she heard shouting outside the house.	HB02	U	3.47111439704895	2.80464243888855	0.6664719581604004	3.665030479431152	2.9453787803649902	0.7196516990661621	3.3765039443969727	2.7039248943328857	0.6725790500640869
84	she got up from her spot on the couch when Lisa heard shouting outside the house.	Lisa got up from her spot on the couch when she heard shouting outside the house.	HB02	U	3.4001407623291016	2.580640316009521	0.8195004463195801	3.592546939849853	2.8751580715179443	0.7173888683319092	3.276155471801758	2.5654239654541016	0.7107315063476562
85	she got up from her spot on the couch when Kimberley heard shouting outside the house.	Kimberley got up from her spot on the couch when she heard shouting outside the house.	HB02	U	3.715517997741699	2.756397485733032	0.959120512008667	3.654944896697998	3.174121379852295	0.4808235168457031	3.3625056743621826	2.7021634578704834	0.6603422164916992
86	she got up from her spot on the couch when Michelle heard shouting outside the house.	Michelle got up from her spot on the couch when she heard shouting outside the house.	HB02	U	3.419085502624512	2.740629196166992	0.6784563064575195	3.6112256050109854	2.9340503215789795	0.6771752834320068	3.2785658836364746	2.608877182006836	0.6696887016296387
87	she got up from her spot on the couch when Amy heard shouting outside the house.	Amy got up from her spot on the couch when she heard shouting outside the house.	HB02	U	3.3617491722106934	2.800100326538086	0.5616488456726074	3.488226413726806	2.920255184173584	0.5679712295532227	3.295694589614868	2.5807859897613525	0.7149085998535156
88	she got up from her spot on the couch when Angela heard shouting outside the house.	Angela got up from her spot on the couch when she heard shouting outside the house.	HB02	U	3.461660385131836	2.728324174880981	0.7333362102508545	3.620848178863525	3.181475877761841	0.4393723011016845	3.3349881172180176	2.7871036529541016	0.547884464263916
89	she got up from her spot on the couch when Melissa heard shouting outside the house.	Melissa got up from her spot on the couch when she heard shouting outside the house.	HB02	U	3.457019805908203	2.7088751792907715	0.7481446266174316	3.5314431190490723	3.1547086238861084	0.3767344951629638	3.1845953464508057	2.687181234359741	0.4974141120910644
90	she got up from her spot on the couch when Tammy heard shouting outside the house.	Tammy got up from her spot on the couch when she heard shouting outside the house.	HB02	U	3.4585952758789062	2.8066272735595703	0.6519680023193359	3.65073823928833	3.115602970123291	0.5351352691650391	3.367539167404175	2.7227861881256104	0.6447529792785645
91	she got up from her spot on the couch when Mary heard shouting outside the house.	Mary got up from her spot on the couch when she heard shouting outside the house.	HB02	U	3.4196720123291016	2.7266271114349365	0.693044900894165	3.6502976417541504	2.9891748428344727	0.6611227989196777	3.355226993560791	2.7107186317443848	0.6445083618164062
92	she got up from her spot on the couch when Tracy heard shouting outside the house.	Tracy got up from her spot on the couch when she heard shouting outside the house.	HB02	U	3.5669426918029785	2.7925925254821777	0.7743501663208008	3.7724032402038574	3.135505199432373	0.6368980407714844	3.3840038776397705	2.802701711654663	0.5813021659851074
93	she got up from her spot on the couch when Julie heard shouting outside the house.	Julie got up from her spot on the couch when she heard shouting outside the house.	HB02	U	3.4337191581726074	2.7176854610443115	0.7160336971282959	3.689634323120117	3.0391292572021484	0.6505050659179688	3.37844467163086	2.7344555854797363	0.643989086151123
94	she got up from her spot on the couch when Karen heard shouting outside the house.	Karen got up from her spot on the couch when she heard shouting outside the house.	HB02	U	3.478845834732056	3.079890489578247	0.3989553451538086	3.598057270050049	3.327808141708374	0.2702491283416748	3.2781848907470703	2.9930663108825684	0.2851185798645019
95	she got up from her spot on the couch when Laura heard shouting outside the house.	Laura got up from her spot on the couch when she heard shouting outside the house.	HB02	U	3.480255126953125	2.7367005348205566	0.7435545921325684	3.592978954315185	2.942493438720703	0.6504855155944824	3.311007261276245	2.6533918380737305	0.6576154232025146
96	she got up from her spot on the couch when Christine heard shouting outside the house.	Christine got up from her spot on the couch when she heard shouting outside the house.	HB02	U	3.59583044052124	2.735978126525879	0.8598523139953613	3.677216053009033	3.18970799446106	0.4875080585479736	3.4024105072021484	2.7496280670166016	0.6527824401855469
97	she got up from her spot on the couch when Nina heard shouting outside the house.	Nina got up from her spot on the couch when she heard shouting outside the house.	HB02	U	3.61018705368042	2.988342761993408	0.6218442916870117	3.776125907897949	3.314845323562622	0.4612805843353271	3.32065486907959	2.9285871982574463	0.3920676708221435
