	high_loss_example	low_loss_example	set_id	cataphora_condition	high_loss	low_loss	loss_diff
25	He was stopping to buy some extra film when Jerry saw a really cute monkey. 	Jerry was stopping to buy some extra film when he saw a really cute monkey. 	HB02	A	5.350363254547119	4.57309627532959	0.7772669792175293
26	She rowed towards shore when Felice felt the first ominous drops of rain. 	Felice rowed towards shore when she felt the first ominous drops of rain. 	HB02	U	5.46959924697876	5.17352819442749	0.29607105255126953
27	She was rowing towards shore when Felice felt the first ominous drops of rain. 	Felice was rowing towards shore when she felt the first ominous drops of rain. 	HB02	A	5.405849456787109	4.830409049987793	0.5754404067993164
28	He described the various expenses when Bruce observed that the financial counsellor looked dubious.	Bruce described the various expenses when he observed that the financial counsellor looked dubious.	HB02	U	5.529198169708252	4.983395576477051	0.5458025932312012
29	He was describing the various expenses when Bruce observed that the financial counsellor looked dubious.	Bruce was describing the various expenses when he observed that the financial counsellor looked dubious.	HB02	A	5.234264850616455	4.766817092895508	0.46744775772094727
30	He started a new business when Greg heard that the Feds were closing down the old company. 	Greg started a new business when he heard that the Feds were closing down the old company. 	HB02	U	4.304605007171631	3.748927116394043	0.5556778907775879
31	He was starting a new business when Greg heard that the Feds were closing down the old company. 	Greg was starting a new business when he heard that the Feds were closing down the old company. 	HB02	A	4.157580375671387	3.5841948986053467	0.57338547706604
32	He decided to join the Army when David received a telegram that their father had died. 	David decided to join the Army when he received a telegram that their father had died. 	HB02	U	4.1635637283325195	3.6332194805145264	0.5303442478179932
33	He was deciding to join the Army when David received a telegram that their father had died. 	David was deciding to join the Army when he received a telegram that their father had died. 	HB02	A	4.123227119445801	3.6158559322357178	0.507371187210083
34	She yelled about the landslide when Darlene was struck by a falling rock.	Darlene yelled about the landslide when she was struck by a falling rock.	HB02	U	4.575511455535889	4.2207207679748535	0.35479068756103516
35	She was yelling about the landslide when Darlene was struck by a falling rock.	Darlene was yelling about the landslide when she was struck by a falling rock.	HB02	A	4.111686706542969	3.7458715438842773	0.3658151626586914
